id,datetime,location,text,rating,accessibility,facility,activity
5cfb5a6d3a344c4dafe7b56380f5dcf1,2022-02-15 12:57:27,Kebun Begonia Lembang,Tempatnya luas dan cocok untuk wisata keluarga atau sekedar cari spot foto,5,neutral,neutral,positive
92b190bac59c48a595dd36deff426d34,2020-02-15 12:57:27,Kebun Begonia Lembang,Cantik2 bunganya masyallah. Suka banget liatnya. Seger mata. Dan mereka juga jual benihnya jadi bisa dibawa pulang. 😀😀 …,5,neutral,neutral,positive
d9dfc58a98944f53a87639de667f5d6f,2019-02-15 12:57:28,Kebun Begonia Lembang,"#LetsGuide
Salah satu objek wisata kekinian di kota Lembang Bandung. Tempat swaFoto aneka macam hot spot bunga ad. Tiket masuk berbayar, jual souvernir juga. Untuk akhir pekan dengan keluarga sangat cocok, Recommended",5,neutral,neutral,positive
bae21a0fd30e446dad7d4fa7e5695c0f,2021-02-15 12:57:28,Kebun Begonia Lembang,"tempatnya lumayan indah, tapi kurang luas, kalo bawa kamera selain kamera hp, tambah bayar 50rb",5,neutral,neutral,positive
9fed0fe11c7c463cb0fb52398d709548,2020-02-15 12:57:28,Kebun Begonia Lembang,"Tempat rekreasi yg indah,banyak macam tanaman bunga dan buah yg tertata rapi,sedap di pandang mata.
Masuk membawa 📷 kamera bayar Rp.50.000 …",5,neutral,neutral,positive
386cf73d21304e0583e7bf0f5a3c0450,2019-02-15 12:57:28,Kebun Begonia Lembang,"Banyak bunga""kalo datang sore lbh enak ademmm.",5,neutral,neutral,positive
a756bc39d70641e1b2425712ac8c7c54,2019-02-15 12:57:28,Kebun Begonia Lembang,"Tempatnya unik banyak bebungaan cuma tidak  terlalu besar.  Dan sayang kalau datang musim hujan dingin sekali dan ga bisa foto dong kena hujan. Taman bunganya ada resto untuk berteduh, menyajikan kopi,  teh, bandrek minuman khas bandung? Snack dan makanan berat seperti nasi goreng. Ada kebun tomat cherry",5,neutral,neutral,positive
5664189f15b04f59bed2989385b01d51,2021-02-15 12:57:28,Kebun Begonia Lembang,"Tempat ini merupakan kebun bunga yang ditata sedemikian rupa, sehingga pengunjung bisa melewati dengan nyaman. Bagi yang sunga bunga, silahkan datang ke tempat ini.",5,neutral,neutral,positive
af20a9d741b34ea49104d52442ea3473,2019-02-15 12:57:28,Kebun Begonia Lembang,"Tidak memiliki lahan parkir. Kami parkir di seberang di resto tahu sumedang. Lokasi wisata yang lumayan bagus. Berupa kebun bunga. Ada juga restonya. Dilarang bawa bekal makanan. Tidak cocok untuk model piknik gelar tikar. Banyak spot foto2. Unik unik. Ada beberapa green house tempat pemeliharaan tanaman. Cocok untuk ysng senang foto2 atau hoby fotografi. Tidak sempat mencicipi, karena asik foto2 dengan rombongan. Sudah kenyang juga. Toiletnya bersih, tapi bayar 2ribu. Lucu juga ya.",4,positive,negative,positive
0bbba0eb44434a86a2130d1365b78ccc,2019-02-15 12:57:28,Kebun Begonia Lembang,Cocok buat kalian yg suka selfong 😄 …,4,neutral,neutral,positive
70e752c71d78446aa124f0c5d44d121d,2020-02-15 12:57:28,Kebun Begonia Lembang,"Ticket masuk 15rb, lbh cocok buat pre-wedding. Asyik buat photo shoot.",3,neutral,neutral,positive
fa590a9b8bfa484e8646833fb12f34ac,2020-02-15 12:57:29,Kebun Begonia Lembang,"Kebun bunganya indah, unik ditambah patung2 binatang yang menarik. Saran tolong ditambahkan playground untuk anak kecil jadi anak2 kecil betah berlama2 disana",3,neutral,neutral,positive
a560e0da5d8c42b1bdc890dbbc456df1,2023-01-15 12:57:29,Kebun Begonia Lembang,"Bersih dan bnyk bunga, tempat yg bagus untuk foto2. Ada sewa topi juga untuk masuk kebun ini.",5,neutral,neutral,positive
af080650583144aa9bb48b32484c1ebc,2020-02-15 12:57:29,Kebun Begonia Lembang,Walaupun kebun ya tidak terlalu besar tapi oke banget bunga2 nya terutama untuk yang suka foto keren dah harga tiket masuknya pun murmer,5,neutral,neutral,positive
42a6f137112144a3a62099c4adb10ec1,2021-02-15 12:57:29,Kebun Begonia Lembang,"Tiket masuk 10k, dapet sewa topi free selama d taman, bunganya kurang banyak, tempat mushola kalau bisa ada pintunya, toiletnya kurang bersih",5,neutral,negative,positive
b8871f1e91794c008a85dba84bead81a,2019-02-15 12:57:29,Kebun Begonia Lembang,"Mushola nya nyaman,
Bunga2nya Bagus, memanjakan mata sekalk",5,neutral,neutral,positive
6c6642e8321f4fb2b7c7a3d53e60d3d0,2019-02-15 12:57:29,Kebun Begonia Lembang,Tempatnya cocok untuk rekreasi dengan melihat pemandangan yang indah.. cocok untuk liburan keluarga,5,neutral,neutral,positive
5b066224fff345e7a0b01461fd8317f6,2022-08-15 12:57:29,Kebun Begonia Lembang,"Sangat bagus buat wisata keluarga, mengenalkan anak2 tentang tumbuhan dan beberapa hewan, dari bercocok tanam hingga panen. Selain menyuguhkan aneka bunga yang berwarna warni, juga memperkenalkan pada anak beberapa hewan seperti kuda, kelinci juga burung, serta beberapa jenis sayuran. Untuk masalah harga murmer dan bersahabat. Sarana swafhoto juga sangat atraktif dan menarik.",3,neutral,neutral,positive
0b2c4a053a95416984b86fdc1d83bf77,2019-02-15 12:57:29,Kebun Begonia Lembang,"Bagus, terjangkau dan banyak bunganya. Tertata rapi. Mungkin dibuat lebih luas lagi supaya makin banyak koleksi bunganya.",5,neutral,neutral,positive
a698f09e1ab64dce9f25e7f49ed6e846,2019-02-15 12:57:29,Kebun Begonia Lembang,"Harga masuk 25rb perorang, parkirr motor 2rb. Lalau bawa kamera lain selain hp seperti nya harga tiket berbeda. Udara sejuk cocok untuk photo2. Kamar mandi bersih. Hanya kurang luas sedikit. Bunga segar dan bersih dr sampah. Ada musola juga.",5,neutral,positive,positive
5f2386d1ffeb4bc387e6b0cd1573407d,2020-02-15 12:57:29,Kebun Begonia Lembang,"Tmpt nya nyaman,bersih,pemandangannya pun bgs,anak"" senang bgt & ada spot"" yg disukai anak"".
Tmpt nya sejuk Krn berada ddataran tinggi.",5,neutral,neutral,positive
5eb9f10710cf4fa1af6a2a0c4161cc40,2022-02-15 12:57:29,Kebun Begonia Lembang,"Tempatnya indah cocok buat selfi sma pacar,sahabat,istri,anak dan keluarga",5,neutral,neutral,positive
3f98891855c34cf6b991600bd4eb689e,2022-10-15 12:57:30,Kebun Begonia Lembang,"Hanya diperbolehkan foto memakai HP, pakai yg lain kena cas 150 K",5,neutral,neutral,neutral
d95c6eee22144a26b6f817e7bb68577e,2020-02-15 12:57:30,Kebun Begonia Lembang,"Taman yg indah dan terawat, banyak tempat utk berselfi ria",5,neutral,neutral,positive
92de14d8704e41e396a0ec7cc416d255,2020-02-15 12:57:30,Kebun Begonia Lembang,"Tempatnya minimalis..
Penataannya sangat bagus.
Viewnya keren.
Penataan bunganya keren
Walaupun minimalis tetep.
Okeh bgt...",3,neutral,neutral,positive
9f664f024398488a9c7d33b638afb3e9,2019-02-15 12:57:30,Kebun Begonia Lembang,"Kerenn yaa viewnya, banyakin lagi koleksi bunganya, sukses selaluu",5,neutral,neutral,positive
f5013e76b05d4e9098a0d73f5a2d31cd,2019-02-15 12:57:30,Kebun Begonia Lembang,Sesuai namanya.. tanamannya begonia semua mayoritas. Harga relatif terjangkau 15k/org. Anak usia 2th mulai dikenakan tiket,4,neutral,neutral,neutral
7274008ec82141b5b70d3a76d92acdeb,2023-01-15 12:57:30,Kebun Begonia Lembang,"Sukaaaa... nice place, instagramable banget, toilet bersih, ada kebun sayur jg, musholah, souvenir shop & parkir luas. Recommended",5,neutral,positive,positive
59f8247513f1438492ac8769a33c522c,2019-02-15 12:57:30,Kebun Begonia Lembang,"Tiket masuk 25k /org
kebunnya kecil sih, kalo ramai gk worthed .
pergi pas ujan jd serasa milik berdua. tpi ujan 🤣

lumayan bagus si utk foto2 👌
yang suka bunga2, foto2 wajib ke sni",5,neutral,neutral,positive
15866c28ce7c43f2b8352fc0b8da6c98,2020-02-15 12:57:30,Kebun Begonia Lembang,"Bagus buat rekreasi Sama keluarga ,ga hanya tempat bunga aja ada tempat perkebunan 😊😍 …",5,neutral,neutral,positive
d27f2a42df9b437dbe5a5376b6fded21,2019-02-15 12:57:30,Kebun Begonia Lembang,Surga nya para fotografer dan yg suka selfie banyak banget tempat foto yg unik dan menarik di tempat jika membawa kamera DSLR harus bayar 50rb untuk foto2,5,neutral,neutral,positive
6965c39db14e43a5aab18ee7ebb837c2,2020-02-15 12:57:31,Kebun Begonia Lembang,"Tempatnya dipinggir jalan raya jadi gampang ditemukan. Cuman sayangnya nggak boleh bawa kamera, jadi harus pakai hape kalo buat foto-foto. Overall bagus sih tempatnya penuh dengan bunga-bunga hehehe",4,neutral,neutral,positive
693b697235a7499da81a360a274efcf9,2021-02-15 12:57:31,Kebun Begonia Lembang,"Tempat spot foto yang bagus dengan latar bunga² warna warni, apalagi yg sangat menyukai foto dan di unggah ke medsos bakal dapat like banyak..hehe. tempat ini juga terawat begitu pula dengan bunga²nya menjadikan tempat ini cantik dan betah berlama-lama, tapi hati² juga ya karena ada beberapa lebah yg sedang mencari makan. Htm 20k cuma kalau mau pakai kamera dslr atau sejenisnya ada harga tambahan sementara untuk kamera hp diperbolehkan.
Tetap ikut menjaga dan merawat tempat wisata ini ya dan jgn lupa buang sampah pada tempatnya",5,neutral,neutral,positive
2c87f226b7c5426d824f1b6fe5d66e5c,2021-02-15 12:57:31,Kebun Begonia Lembang,"Bagus banget tempatnya, ibu ku suka sekali belanja bunga dan tanaman disini",5,neutral,neutral,positive
8fa38b3074e243c9ac113bb4cdc61881,2019-02-15 12:57:31,Kebun Begonia Lembang,"Kebun dengan beraneka tanaman bunga. Tempatnya tidak terlalu luas, cukup nyaman, tapi tidak ada atraksi binatang.",5,neutral,neutral,positive
58f8ad783d7146d5875035e2bd8759cc,2022-11-15 12:57:31,Kebun Begonia Lembang,This place so amazing.. berbagai macam bunga lengkap dengan ornamen2nya merupakan tempat yg asri dan instagramable bgt.. cocok utk wisata bersama teman dan keluarga 😍😍 …,5,neutral,neutral,positive
8f0f1524693f47b2aff1e710790cd11b,2022-12-15 12:57:31,Kebun Begonia Lembang,"Ya Tidak Lebih Dari Sekedar Taman Bunga,  Dengan Beberapa Spot Foto. Selebihnya hanya Tanaman Sayuran",3,neutral,neutral,neutral
652445ae60f0434d8e5a2c19446d791e,2021-02-15 12:57:31,Kebun Begonia Lembang,"bagus untuk berswafoto, banyak spot menarik. kamar mandinya juga bersih",5,neutral,positive,positive
9331f0dd4ceb4bba86aa5b73373ddff2,2019-02-15 12:57:31,Kebun Begonia Lembang,Banyak terdapat bunga unik yang ditata rapi sehingga cocok untuk spot foto. Disini kalian bisa melihat kebun sayur juga dan bisa di petik dan beli langsung loh. Untuk masuk  ke sini dikenakan biaya kisaran 20rban.,4,neutral,neutral,positive
41ec163ccc5f45a48a1a8ede38878b46,2019-02-15 12:57:31,Kebun Begonia Lembang,"Menurut saya, ini cocok untuk yang suka foto. Kebun bunga yang di setting sehingga memang cocok untuk spot foto netizen. Kalau rame sy yakin kurang nyaman untuk foto. Didalam ada kebun bunga, kasih makan kelinci, naik kuda keluar area.. Ada rumah makannya juga, bs beli tomat imut 1 ons 5rb, enak.. Es krim nya ada yg 5rb per cup, mantab. Tiket masuk cuman mabelas rebu.. cuman itu td, klo terlalu rame/siang pasti gk nyaman..",5,neutral,neutral,positive
112365ff777e4b149707228a354a327f,2019-02-15 12:57:31,Kebun Begonia Lembang,"Tempatnya bersih, makanannya enak, toilet & musholanya bersih, pelayanannya ramah",5,neutral,positive,positive
446845d862f34cebad680d11d71e15bd,2020-02-15 12:57:31,Kebun Begonia Lembang,Adem banget sih ini tempatnya bagus untuk yg suka foto2 bisa ajak anak2 jalan2 kesini juga. Seger mata lihat bunga warna warni.,4,neutral,neutral,positive
52e9e2aa37884354b8bb15cc88bfeac5,2019-02-15 12:57:32,Kebun Begonia Lembang,"Kebunnya indah, asri, asyik buat foto"" dan harganya terjangkau pula .. kalau ke bandung bisa mampir kesana. Sayang lho klo gk mampir 😘 …",5,neutral,positive,positive
1948c3635ebd4056855164dfaf9c6929,2020-02-15 12:57:32,Kebun Begonia Lembang,"Namanya kebun & taman Begonia, tapi isinya tidak begonia saja, ada berbagai macam bunga, buah-buahan & sayuran. Sayuran dapat di petik sendiri, bibit tanaman hias dapat debeli juga. Tersedia tempat makan & toilet.",5,neutral,neutral,neutral
eaa4aa47751b4d0da0b79eee3f9b1478,2020-02-15 12:57:32,Kebun Begonia Lembang,Harga tiket masuk terjangkau..kita bisa menikmati pemandangan bunga bunganya bermekaran dimana²..ambil foto yang paling the best krn view belakang kebun begonia ada perbukitan hijau.. recommended bgt buat melepas sejenak penat dan rutinitas kita,5,neutral,positive,positive
3f0d018ece724763ba6f5081b4c70798,2022-03-15 13:04:02,Taman Lembah DEWATA,"Ga usah jauh2 ke Bali kl lg kangen. kl ternyata di Bandung punya tempat spot sebagus ini. Tempatnya luas dan asri, banyak spot2 bagus, kl capek jalan bs naik kereta khusus disediakan disana, bisa sewa sepeda jg, atau naik kuda.

Htm 20k udh termasuk free air mineral, kl mau tambah teh Poci dan Es Podeng bs up nambah 3000 aja. Makanannya jg enak2, hanya saja masih banyak yg tutup. Semoga kedepannya sudah banyak toko2 kuliner makanan dan minuman yg buka. Disana ga banyak foto2 krn benar2 menikmati setiap perjalanan disana haha.",5,neutral,positive,positive
159348da07cc4d6d86337503897c17fa,2022-11-15 13:04:02,Taman Lembah DEWATA,"Kemarin seharian full main disini dan betah bangettt😭Pemandangannya super memanjakan mata, areanya luas&full terbuka, tenant makanan banyak, dan aktivitas mainnya juga banyak. Tiket masuknya weekday 20k, weekend 25k dan parkir mobill 5k belom termasuk tiket wahana2 lainnya tapi jadi bisa sesuai preference masing2 mau liburan hemat atau hedon sekalian. Yang wajib banget dicoba wahana dewata expressnya sih, jadi bisa keliling taman tanpa jalan kakii soalnya luas bgt jadi lumayan leukleuk kalo jalan kaki. Worth it bangett super happyy",4,neutral,neutral,positive
2fb3b9fe87d04598b92ecfc057f8724f,2022-07-15 13:04:02,Taman Lembah DEWATA,"Tempat wisata yang lumayan baru. Harga masuk 20k perorang saat weekday. Pemandangan bagus seperti nuansa ala ala di Bali gitu, lumayan unik sih ada tempat kyak di Bali tapi di negeri pasundan. Waktu kesana sih masih banyak yg belum selesai dibangun, pohon2 jg masih belum tinggi2. Mungkin kedepannya lebih banyakin area bermain buat anak, atau adakan mini zoo, biar gak cuma modal pemandangan doang.",4,neutral,neutral,positive
492e89d2fcfe423da8e53ea15b78c40b,2022-07-15 13:04:02,Taman Lembah DEWATA,"Masih banyak pembangunan dan masih sepi, harga tiket masuk masih 20.000 untuk weekday dan 25.000 untuk weekend
Bisa naik kuda, bebek""an, lihat kuda poni, tapi untuk weekdays food vendorsnya sedikit sekali. Tiket masuk bisa ditukar air mineral botol kecil atau dengan tambah 3000 bisa diuprade ke Teh Poci",5,neutral,neutral,positive
a1f8f591b77e4335aea52033789578d5,2022-11-15 13:04:02,Taman Lembah DEWATA,"Htm 20rb/org weekday...Dilarang bw makanan dan minuman dr luar. Tiket bs ditukar dgn sebotol air mineral uk. Kecil..
Kl di dilihat dr pintu msk sptnya biasa aja apa lg dipintu msk sptnya baru akan dibuat gapura gt..
Tp setlh msk kedlm pemandanganny ckp menakjubkan...
Udaranya jg sejuk...
Kami duduk di kursi yg disediakan bagi pengunjung dan bs pesan makanan atau minuman yg harganya standardlah ya...
Lbh seru jg kl bw tikar piknik spy bs duduk2 krn tmptnya ckp luas...
Ada kuda mini jg didlm...",4,neutral,neutral,positive
9867901bd8804dd380b8fef3e88883f8,2022-07-15 13:04:02,Taman Lembah DEWATA,"Udah berasa kek di bali suasana dari patung-patungnya. Wisata alam di lembang ini cukup menarik. Viewnya bagus, banyak juga spot-spot untuk foto yang keren-keren. Harga tiket juga murah, parkir juga tergolong murah untuk wisata alam di lembang ini",4,neutral,positive,positive
4c745cb6a2b34b109b4725fc9a54b459,2022-08-15 13:04:02,Taman Lembah DEWATA,"Dari awal masuk ke gerbang utama serasa mau masuk ke wisata yang di Bali aja😁

Suasana yang adem, dingin, memang ciri khas di lembang. Lembah Dewata ini salah satu wisata yang lumayan luas, dengan beragam fasilitas permainan. Perahu dengan harga yg murah, kuda, bebek, kereta apai, sewa sepeda listri atau manual. Tempat ini cocok untuk gathering sekolah, keluarga, karena udah ada gazebu yg luas juga. Pokoknya di sini tempatnya sejuk, nyaman, dan bersih. Hanya saja tempat ibadahnya harus lumayan besar biar para pengunjung tidak banyak antri di waktu shalat tiba.
Untuk tiketnya 20.000/perorang di weekday dan 25.000 di weekend",5,neutral,neutral,positive
343eed9172a94991a4897a7fa5357722,2023-01-15 13:04:03,Taman Lembah DEWATA,"Lokasi Taman Lembah Dewata beralamat di
Jl. Raya Tangkuban Parahu No.KM.3,7, Cibogo, Lembang, Kabupaten Bandung Barat, Jawa Barat 40391.

Berjarak sekitar 3,3 Km dari pusat Lembang dan membutuhkan waktu perjalanan sekitar 10 menit saja.

Wisata Lembang Taman Lembah Dewata ini berada di Ganesha Equestrian Lembang yang biasa disebut sebagai kawasan wisata berkuda.

Taman Lembah Dewata bernuansa Bali sangat asri dan bersih.

Sesampai di lokasi taman lembah dewata wisatawan akan dimanjakan sajian seperti danau dengan airnya yang jernih, rimbunnya pepohonan mengelilingi lokasi wisata dan ditambah juga suasana yang masih sangat asri.

Wisatawan yang berkunjung di Wisata Lembang Bandung ini benar - benar akan merasakan suasana berbeda, damai, ramah, asri dan akan sangat cocok untuk meredamkan suasana gundah.",5,neutral,neutral,positive
254d1fdf75314337bae72e783da44454,2022-06-15 13:04:03,Taman Lembah DEWATA,"Tempat wisata yg terbilang baru di lembang bandung menyajikan tempat wisata yg sejuk n keren pemandangan alamnya.
banyak spot2 foto yg instagramable...ada cafe..live musik...penyewaan kuda..sewa sepeda..sewa kereta2an untuk keliling...dan yg bikin seru lagi...bisa foto2 nuansa bali...harga tiket masuk 20rb sd 25rb.",5,neutral,neutral,positive
3aebea08f84940fea5dd339290954ff3,2022-07-15 13:04:03,Taman Lembah DEWATA,"Tempatnya Luas, sejuk, petugas tiket ramah, HTM kesana weekday Per orang 20K dan Weekend 25 K Parkir 5K dan bisa ditukar dengan air mineral atau minuman tertentu hanya saja harus ada tambahan biaya. ada Danau juga yang bisa dipakai sepeda air. Tersedia penyewaan sepeda untuk mengelilingi area lembah dewata dan Mobil berbentuk kereta dan Ada Kuda untuk ditunggangi. Area Bermain anak juga tersedia hanya saja harus bayar lagi. Di Area yg cukup luas ini belum termanage Sepenuhnya dengan baik terutama spot Hewan terlalu Gersang banyak hewan kepanasan dan Koleksi Hewan Masih sedikit. Perlu adanya toilet di Area spot hewan karena terlalu jauh kalau mau ke Toilet. Selain itu Toilet Pria di Mushola sangat tidak nyaman, Mushola sangat sempit, tempat wudhu minim hanya satu keran, bercampur dengan wanita dan Mushola kurang terawat ga sebanding dengan Lembah dewata yang cukup luas,  sy tidak melihat sarung untuk Pria. Banyak Lahan kosong yang mestinya ditata lebih baik lagi. Seharusnya untuk spot Makanan tidak terpusat disatu tempat tapi tersebar di sekitaran area Lembah dewata.
Perlu ditambah Spot untuk mengabadikan Moment. Agar ditambah area bermain untuk anak anak.
Di Area Tempat bermain anak dekat Area Jual Mkanan yang hanya ada Perosotan  sesekali tercium bau tidak nyaman (bau domba).",5,neutral,negative,positive
f65db8a4bce34b3ba74300f5a534ea3d,2023-01-15 13:04:03,Taman Lembah DEWATA,"Sebenarnya tempat nya asik,  sejuk & luas
Tp klo bisa fasilitas nya ditambah
Dan spot photo nya hrs diperbanyak biar tambah rame
Klo utk skr sih kata saya masih kurang spot photo nya
Dan agak kaget jg sih pas disini beli kopi hitam biasa sj yg biasa di warung dijual 3 rb,  disini 8 rb 😁😁",1,neutral,negative,positive
03bc81d47c034d7089628e24aa92bf02,2022-07-15 13:04:03,Taman Lembah DEWATA,"seru, tiket masuknya 25rbu, parkir motor 5rbu, tiket ditukar dengan air mineral. di dalam nya ada mini bali jadi ada patung2 yg jadi ciri khas bali walau ngga banyak sih. bisa sewa sepeda, naik kereta ngelilingin danau, dan ada permainan buat anak2, juga bisa naik perahu bebek, ada taman bunga juga yg bagus.
cari tempat healing lain nya juga bisa cek di IG aku ya..

instagram: @vera_sitimaryam",5,neutral,neutral,positive
f2e7360dfb1e4249afbd4e45dde03455,2023-01-15 13:04:03,Taman Lembah DEWATA,"Seru sejuk banget.. bisa keliling area pakai kereta2an, tp bayar lagi, driver kereta2annya baik bgt suka nawarin moto2in😁 tiket masuk bisa ditukar air mineral, atau minuman lain (susu murni/es podeng/teh poci) tp dikenakan biaya tambahan.. cocok tuk destinasi rekreasi keluarga …",5,neutral,neutral,positive
3411e12456c04a3e97c8b66c5bcd777f,2023-01-15 13:04:03,Taman Lembah DEWATA,"Dari namanya aja udah ketahuan ya,jadi yang pasti banyak ornamen san suasana mirip dengan bali,ada patung patung tokoh pewayangan,
Ada wahana bermain untuk anak,boleh bawa hewan peliharaan juga.
Harga makanan juga relatif lah.
Ada feeding juga buat domba sama kelinci",5,neutral,neutral,positive
d1fb98c8de6c446bb00be5436bebf583,2022-02-15 13:04:03,Taman Lembah DEWATA,"Pertama masuk langsung ngerasa kayak di Bali gitu suasana nya. Udah gitu cocok banget buat anak2 yang mau berinteraksi sama kuda poni, keledai, kelinci, domba. Pemandangannya juga bagus dan cukup memanjakan mata.",5,neutral,neutral,positive
54fdb820dc41420d84c4776257f6aee2,2022-06-15 13:04:03,Taman Lembah DEWATA,Tempat wisata yang indah di daerah Lembang. Letaknya setelah kota lembang di jalan menuju Gunung Tangkuban Parahu. Di tempat wisata ini ada danau dan taman yang indah. Selain itu ada miniatur candi. Pengunjung dapat mengelilingi danau lewat jalan di pinggir danau atau menggunakan sepeda air dan perahu. Tempat ini sangat tenang karena berada di ruang terbuka yang sangat luas. Cocok untuk mengambil foto-foto indah.,5,neutral,neutral,positive
ade0b99eeb144cfcb54126c1782d0b9f,2022-06-15 13:04:03,Taman Lembah DEWATA,"Tempat nya adem, sejuk, view nya juga bagus...nuansa Bali begitu kental...cocok untuk refreshing bersama teman dan keluarga...selain itu ada wahana lain seperti bersepeda, naik perahu dll..",5,neutral,neutral,positive
cc9b207b612d46c48f9d1071b164fde6,2022-04-15 13:04:03,Taman Lembah DEWATA,"Serasa di bali
Teduh dg ada danaunya
Indah dg banyaknya bunga...
Tempatnya gampang di capai,berada d pinggir jalan
Setiap sudut tamannya indah buat d foto...
Di dalamnya ada kereta u berkeliling,ada penyewaan sepeda dan becak juga",5,neutral,neutral,positive
c3bc8123d1a04d21aff17339c865b58d,2022-02-15 13:04:04,Taman Lembah DEWATA,"Tempatnya enak luas, parkirannya juga. Htm 20/orang + parkir motor 5k (saya kesana weekday, dan disitu tertera htm weekday 15k). Sebelum masuk kita disuruh nge scan barcode dulu (saya nunjukin kartu vaksin tapi tetap harus scan barcode). Tiket bisa ditukar dengan air mineral kecil, kalau mau ditukar dengan minuman lain nambah lagi 3k. Mushola oke, toiletnya bersih. Udaranya sejuk. Ada juga perahu bebek, perahu kecil otomatis (disarankan untuk anak kecil dan tidak perlu dikayuh, ada juga tembakan airnya), ada kereta api, sepeda, scooter. Oh iya, bagi kalian yang membawa bekal dari rumah dikenakan cash sebesar 10k/org",5,neutral,positive,positive
f4bc68c007b84c0e9c52af9841a25a09,2022-08-15 13:04:04,Taman Lembah DEWATA,"Mereka buka stand di PVJ, tapi coba cek kesana dan lihat keadaannya. Beberapa bulan sebelumnya saya kesana, dan kaget ada owl di siang hari as attraction!
Kemarin saya kesana lagi, dan lebih kaget lagi. Otternya mengernyit sepanjang waktu saya disana dan coba buka kandang dia sendiri.
Kuda ponny dll ga tau sudah berapa lama disana berdiri waktu saya datang malam. Pengunjung bayar wortel untuk kasih makan mereka? Apakah mereka akan dikasih makan cukup sebagai hewan atraksi sehingga mereka mau stay dan selalu makan tanpa istirahat? Apakah mereka tidak stress disana? Saya ga tau cara mereka kaya gimana. BUT THIS IS NOT SOMETHING that i wanna show and teach KIDS about animal. Ini jahat dan sama sekali tidak menyenangkan. Sedih!",5,neutral,neutral,neutral
9559cfbd0fdb4007a2c1566f4aab96cd,2023-01-15 13:04:04,Taman Lembah DEWATA,"Htm 20 weekday, grtis air mineral, klu g sm es podeng dng nmbh 5rb,,tp super mini podengny 2x suap j abis🤦‍♀️🤦‍♀️,,, tmpt sejuk, pmndngn bgus, hrga mknnn terjangkau,, msih proses pmbngunan,, naik prahu 15/org,,, next lbh bnyk lg whana main/poto ny ya,,, …",2,neutral,positive,positive
2b7578e78a2f4a6395b1c68a20f70ecd,2022-08-15 13:04:04,Taman Lembah DEWATA,"2 x kesini, gak pernah lama.
Mudah""an nanti bisa kesini lagi lain waktu.
Tempat nya bagus, sejuk, banyak spot foto, liat pemandangan dari atas bukit nya indah banget.
Masih ada beberapa yang masih di perbaiki.",4,neutral,negative,positive
a3a69b1b4ba34530bf3ade2b3c94e350,2022-05-15 13:04:04,Taman Lembah DEWATA,"Suasananya adem, enak buat camping ala2 gitu soalnya enak banget dan estetik. Bisa sewa sepeda juga (bayar lagi 25 rb 1 jam). Buat pacaran/bawa keluarga cucok bangett!

P.S: jangan beli es podeng di sana soalnya banyak lalat dan mahal",5,neutral,neutral,positive
dd4f526735d3482f9470aaf129684c08,2022-07-15 13:04:04,Taman Lembah DEWATA,"parkiran luas tp tanah, belum di cor
tiket masuk 25k bisa ditukar minuman anak 4 tahun belum bayar
tiket paskir 10k

makanan lumayan mahal yaa
pop mie 16.500 beng beng 6000 😂
ada kereta tapi pas kesana lg tidak beroprasi,
ada sewa skuter
naik perahu
naik kuda
tempat makan jg banyak, hawanya sejuk jg
toilet lumayan bersih
ada mushola jg

kesimpulannya
untuk tiket segitu lumayan terjangkau sepadan dengan yang kita lihat di dalamnya lumayan bagus. ga ada salahnya healing dengan keluarga mencari suasana baru",5,neutral,positive,positive
71613cc531f842f88011547372520beb,2022-06-15 13:04:04,Taman Lembah DEWATA,"Taman yg luas. Nuansa bali nya dapat, ada pura dan patung dewa dewi Hindu di tengah danau. Terdapat mini zoo jg.",4,neutral,neutral,positive
e53933ee102349608ea4fe7f76b880c6,2022-02-15 13:04:04,Taman Lembah DEWATA,"Tempat altrnatif wisata untuk keluarga yg murah.
Mungkin wahana paforitnya prahu bebek atau penyewaan sepeda, baik speda biasa atau speda listrik. Ada juga penyewaan kuda polandia, yg katanya harganya sampe 300 juta. Untuk sewa kuda skitar 70 K, sewa sepeda 15 K, sewa prahu bebek 45 K",5,neutral,neutral,positive
f5a137bb17994e89a5757cada004e69d,2022-08-15 13:04:04,Taman Lembah DEWATA,harga terjangkau dan pemandangan baagus. kloksni dilarang membawa  makanan maauupun minuman ya guys ada pemeriksaan scr sampling,5,neutral,positive,positive
5c3552cef82442e4912a8823bf566cce,2022-02-15 13:04:04,Taman Lembah DEWATA,"Tempat yang enak buat menghirup udara segar. Lokasinya ngga terlalu jauh dari Kota Bandung, mudah dijangkau mau pake kendaraan pribadi atau pake kendaraan umum.
Cocok buat foto2 atau buat ngajak anak2 bermain. Ada sepeda air, perahu, sepeda ontel, sepeda listrik, ottopet listrik, Mobil mini, becak, Berkuda...buat yang pengen keliling tapi males jalan kaki bisa naik kereta. Oh iyaa semuanya bisa disewa menurut jenis permainannya dengan batas waktu tertentu.
Tiket masuk standar yaa 20K (weekend) dan 15K (weekdays).
Selamat Piknik😍😍",5,neutral,neutral,positive
4ce5828d487e40ec8fd6475cd2c98958,2023-01-15 13:04:04,Taman Lembah DEWATA,"Harga tiket weekday 20k/orang, weekend 25k/orang. Tempatnya nyamann, adem, sejuk. Buat yang capek jalan2 bisa sewa sepeda, sekuter atau becak. Ada buat sewa perahu juga.",1,neutral,neutral,positive
